serverId,characterId,characterName,level,jobId,jobGrowId,jobName,jobGrowName
cain,88dbb026c65dade3f12bc7d4f293205e,흐엉엉헝엉,101,ca0f0e0e9e1d55b5f9955b03d9dd213c,37495b941da3b1661bc900e68ef3b2c6,격투가(남),眞 넨마스터
cain,d78bfda2f2387a012fe281e9eb98037f,무장,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,37495b941da3b1661bc900e68ef3b2c6,격투가(남),眞 넨마스터
cain,563f24b006317c96cc3bf46092d28864,댠찌),110,0c1b401bb09241570d364420b3ba3fd7,6d459bc74ba73ee4fe5cdc4655400193,프리스트(여),眞 무녀
cain,c834966775fe3a4e94ad6a5cf06eb757,도둑맞은휴지,110,0ee8fa5dc525c1a1f23fc6911e921e4a,6d459bc74ba73ee4fe5cdc4655400193,나이트,眞 팔라딘
cain,21a0e68ea6075527941a78f218aa197d,로봇회로,71,afdf3b989339de478e85b614d274d1ef,460822c3780a9bc3fbe9485cc89c44a4,거너(남),마이스터
cain,1f8e5d82e0dd793e675ae2ff1146d7ad,고백하는취한,110,f6a4ad30555b99b499c07835f87ce522,6d459bc74ba73ee4fe5cdc4655400193,프리스트(남),眞 퇴마사
cain,de88891f47919286ab1e1dac9cd8d3f4,고추명란젓,102,a7a059ebe9e6054c0644b40ef316d6e9,6d459bc74ba73ee4fe5cdc4655400193,격투가(여),眞 스트리트파이터
cain,0c9407e6626494ee011c80f3cbdb64ad,수리온PM-2,79,b9cb48777665de22c006fabaf9a560b3,80ec67d0356defa46a989914caca5820,아처,트렌드세터
cain,07a252347ce7c2a01878ae30c76c0718,안놀아줘,110,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더
cain,746619b1ed6e10dbafbb4cc2a7241f8c,은챌,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러
